16800,8027,-nan
16900,8074,-nan
17000,8124,-nan
17100,8165,-nan
17200,8216,-nan
17300,8264,-nan
17400,8306,-nan
17500,8363,-nan
17600,8410,-nan
17700,8457,-nan
17800,8510,-nan
17900,8558,-nan
18000,8610,-nan
18100,8651,-nan
18200,8696,-nan
18300,8746,-nan
18400,8789,-nan
18500,8833,-nan
18600,8873,-nan
18700,8920,-nan
18800,8974,-nan
18900,9017,-nan
19000,9069,-nan
19100,9120,-nan
19200,9167,-nan
19300,9218,-nan
19400,9267,-nan
19500,9300,-nan
19600,9344,-nan
19700,9389,-nan
19800,9438,-nan
19900,9490,-nan
20000,0,-nan
20100,50,-nan
20200,103,-nan
20300,145,-nan
20400,195,-nan
20500,240,-nan
20600,283,-nan
20700,331,-nan
20800,378,-nan
20900,424,-nan
21000,484,-nan
21100,526,-nan
21200,571,-nan
21300,625,-nan
21400,662,-nan
21500,700,-nan
21600,743,-nan
21700,794,-nan
21800,850,-nan
21900,895,-nan
22000,941,-nan
22100,977,-nan
22200,1018,-nan
22300,1069,-nan
22400,1109,-nan
22500,1162,-nan
22600,1214,-nan
22700,1265,-nan
22800,1312,-nan
22900,1364,-nan
23000,1411,-nan
23100,1457,-nan
23200,1499,-nan
23300,1546,-nan
23400,1599,-nan
23500,1644,-nan
23600,1697,-nan
23700,1735,-nan
23800,1790,-nan
23900,1843,-nan
24000,1887,-nan
24100,1936,-nan
24200,1986,-nan
24300,2034,-nan
24400,2074,-nan
24500,2123,-nan
24600,2171,-nan
24700,2212,-nan
24800,2258,-nan
24900,2311,-nan
25000,2355,-nan
25100,2390,-nan
25200,2439,-nan
25300,2477,-nan
25400,2520,-nan
25500,2561,-nan
25600,2612,-nan
25700,2665,-nan
25800,2707,-nan
25900,2742,-nan
26000,2798,-nan
26100,2851,-nan
26200,2893,-nan
26300,2936,-nan
26400,2989,-nan
26500,3038,-nan
26600,3084,-nan
26700,3135,-nan
26800,3178,-nan
26900,3225,-nan
27000,3271,-nan
27100,3316,-nan
27200,3358,-nan
27300,3406,-nan
27400,3453,-nan
27500,3497,-nan
27600,3542,-nan
27700,3591,-nan
27800,3650,-nan
27900,3689,-nan
28000,3734,-nan
28100,3776,-nan
28200,3823,-nan
28300,3872,-nan
28400,3917,-nan
28500,3964,-nan
28600,4007,-nan
28700,4055,-nan
28800,4102,-nan
28900,4148,-nan
29000,4188,-nan
29100,4225,-nan
29200,4279,-nan
29300,4332,-nan
29400,4387,-nan
29500,4432,-nan
29600,4480,-nan
29700,4519,-nan
29800,4565,-nan
29900,4608,-nan
30000,4660,-nan
